Rule ID,Source Sheet,Source Cell,Business Label Context,Workbook Formula,Cached Value,Implementation Status
WB_JIRA_MEP_CSV_TEMPLATE_K206,Jira MEP csv template,K206,Epic,"IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 31]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 31]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_M206,Jira MEP csv template,M206,Epic,"IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 32]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 32]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_O206,Jira MEP csv template,O206,Epic,"IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 33]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 33]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_Q206,Jira MEP csv template,Q206,Epic,"IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 34]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 34]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_S206,Jira MEP csv template,S206,Epic,"IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 35]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 35]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_Z206,Jira MEP csv template,Z206,Epic,"IFERROR(IF(TRIM(Table1[[#This Row],[Epic Name]])="""","""", _xlfn.XLOOKUP(Table1[[#This Row],[Epic Name]], Table1[Summary], Table1[Issue Type ID])), "" "")",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_B207,Jira MEP csv template,B207,"Story | This task is for the PM to work with the customer to confirm Go-live timing & details (e.g., on-site vs remote, cutover plan/schedule, etc.) and align CI resources appropriately to support the event. Once the details are finalized, the PM will submit the necessary resource requests to ensure",,206,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_F207,Jira MEP csv template,F207,"Story | This task is for the PM to work with the customer to confirm Go-live timing & details (e.g., on-site vs remote, cutover plan/schedule, etc.) and align CI resources appropriately to support the event. Once the details are finalized, the PM will submit the necessary resource requests to ensure","IFERROR(_xlfn.XLOOKUP(Table1[[#This Row],[Summary]],Calculations!A:A,Calculations!E:E),0)",0,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_G207,Jira MEP csv template,G207,"Story | This task is for the PM to work with the customer to confirm Go-live timing & details (e.g., on-site vs remote, cutover plan/schedule, etc.) and align CI resources appropriately to support the event. Once the details are finalized, the PM will submit the necessary resource requests to ensure","Table1[[#This Row],[Original estimate (in hours)]]",0,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_H207,Jira MEP csv template,H207,"Story | This task is for the PM to work with the customer to confirm Go-live timing & details (e.g., on-site vs remote, cutover plan/schedule, etc.) and align CI resources appropriately to support the event. Once the details are finalized, the PM will submit the necessary resource requests to ensure",C222,Cutover,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_I207,Jira MEP csv template,I207,"Story | This task is for the PM to work with the customer to confirm Go-live timing & details (e.g., on-site vs remote, cutover plan/schedule, etc.) and align CI resources appropriately to support the event. Once the details are finalized, the PM will submit the necessary resource requests to ensure","IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary]],
           Table1[Summary],
           Table1[Issue Type ID])
)",221,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_K207,Jira MEP csv template,K207,"Story | This task is for the PM to work with the customer to confirm Go-live timing & details (e.g., on-site vs remote, cutover plan/schedule, etc.) and align CI resources appropriately to support the event. Once the details are finalized, the PM will submit the necessary resource requests to ensure","IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 31]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 31]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_M207,Jira MEP csv template,M207,"Story | This task is for the PM to work with the customer to confirm Go-live timing & details (e.g., on-site vs remote, cutover plan/schedule, etc.) and align CI resources appropriately to support the event. Once the details are finalized, the PM will submit the necessary resource requests to ensure","IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 32]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 32]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_O207,Jira MEP csv template,O207,"Story | This task is for the PM to work with the customer to confirm Go-live timing & details (e.g., on-site vs remote, cutover plan/schedule, etc.) and align CI resources appropriately to support the event. Once the details are finalized, the PM will submit the necessary resource requests to ensure","IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 33]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 33]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_Q207,Jira MEP csv template,Q207,"Story | This task is for the PM to work with the customer to confirm Go-live timing & details (e.g., on-site vs remote, cutover plan/schedule, etc.) and align CI resources appropriately to support the event. Once the details are finalized, the PM will submit the necessary resource requests to ensure","IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 34]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 34]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_S207,Jira MEP csv template,S207,"Story | This task is for the PM to work with the customer to confirm Go-live timing & details (e.g., on-site vs remote, cutover plan/schedule, etc.) and align CI resources appropriately to support the event. Once the details are finalized, the PM will submit the necessary resource requests to ensure","IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 35]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 35]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_Z207,Jira MEP csv template,Z207,"Story | This task is for the PM to work with the customer to confirm Go-live timing & details (e.g., on-site vs remote, cutover plan/schedule, etc.) and align CI resources appropriately to support the event. Once the details are finalized, the PM will submit the necessary resource requests to ensure","IFERROR(IF(TRIM(Table1[[#This Row],[Epic Name]])="""","""", _xlfn.XLOOKUP(Table1[[#This Row],[Epic Name]], Table1[Summary], Table1[Issue Type ID])), "" "")",205,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_B208,Jira MEP csv template,B208,"Story | This is an add-on task customers can opt-in to where a CI Delivery Consultant creates end-user documentation / training guides on how to use the applications that are being implemented as part of the project. If a customer does not opt-in to this deliverable, PM needs to work with the custom",,207,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_C208,Jira MEP csv template,C208,"Story | This is an add-on task customers can opt-in to where a CI Delivery Consultant creates end-user documentation / training guides on how to use the applications that are being implemented as part of the project. If a customer does not opt-in to this deliverable, PM needs to work with the custom","IF(Estimate!D49=""Yes"",""Develop End User Documentation (opt-in)"",""Not Included - Develop End User Documentation (did not opt-in)"")",Not Included - Develop End User Documentation (did not opt-in),REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_F208,Jira MEP csv template,F208,"Story | This is an add-on task customers can opt-in to where a CI Delivery Consultant creates end-user documentation / training guides on how to use the applications that are being implemented as part of the project. If a customer does not opt-in to this deliverable, PM needs to work with the custom","IFERROR(_xlfn.XLOOKUP(Table1[[#This Row],[Summary]],Calculations!A:A,Calculations!E:E),""Not Included"")",0,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_G208,Jira MEP csv template,G208,"Story | This is an add-on task customers can opt-in to where a CI Delivery Consultant creates end-user documentation / training guides on how to use the applications that are being implemented as part of the project. If a customer does not opt-in to this deliverable, PM needs to work with the custom","Table1[[#This Row],[Original estimate (in hours)]]",0,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_I208,Jira MEP csv template,I208,"Story | This is an add-on task customers can opt-in to where a CI Delivery Consultant creates end-user documentation / training guides on how to use the applications that are being implemented as part of the project. If a customer does not opt-in to this deliverable, PM needs to work with the custom","IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_K208,Jira MEP csv template,K208,"Story | This is an add-on task customers can opt-in to where a CI Delivery Consultant creates end-user documentation / training guides on how to use the applications that are being implemented as part of the project. If a customer does not opt-in to this deliverable, PM needs to work with the custom","IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 31]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 31]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_M208,Jira MEP csv template,M208,"Story | This is an add-on task customers can opt-in to where a CI Delivery Consultant creates end-user documentation / training guides on how to use the applications that are being implemented as part of the project. If a customer does not opt-in to this deliverable, PM needs to work with the custom","IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 32]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 32]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_O208,Jira MEP csv template,O208,"Story | This is an add-on task customers can opt-in to where a CI Delivery Consultant creates end-user documentation / training guides on how to use the applications that are being implemented as part of the project. If a customer does not opt-in to this deliverable, PM needs to work with the custom","IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 33]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 33]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_Q208,Jira MEP csv template,Q208,"Story | This is an add-on task customers can opt-in to where a CI Delivery Consultant creates end-user documentation / training guides on how to use the applications that are being implemented as part of the project. If a customer does not opt-in to this deliverable, PM needs to work with the custom","IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 34]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 34]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_S208,Jira MEP csv template,S208,"Story | This is an add-on task customers can opt-in to where a CI Delivery Consultant creates end-user documentation / training guides on how to use the applications that are being implemented as part of the project. If a customer does not opt-in to this deliverable, PM needs to work with the custom","IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 35]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 35]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_Z208,Jira MEP csv template,Z208,"Story | This is an add-on task customers can opt-in to where a CI Delivery Consultant creates end-user documentation / training guides on how to use the applications that are being implemented as part of the project. If a customer does not opt-in to this deliverable, PM needs to work with the custom","IFERROR(IF(TRIM(Table1[[#This Row],[Epic Name]])="""","""", _xlfn.XLOOKUP(Table1[[#This Row],[Epic Name]], Table1[Summary], Table1[Issue Type ID])), "" "")",205,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_B209,Jira MEP csv template,B209,Story | Customer to select and train the User Acceptance Testing users. These users play a part in the final validation of the software. This training likely has large overlap with Solution workshop training events. Ensure client has identified who the UAT users will be & that they are comfortable n,,208,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_F209,Jira MEP csv template,F209,Story | Customer to select and train the User Acceptance Testing users. These users play a part in the final validation of the software. This training likely has large overlap with Solution workshop training events. Ensure client has identified who the UAT users will be & that they are comfortable n,"IFERROR(_xlfn.XLOOKUP(Table1[[#This Row],[Summary]],Calculations!A:A,Calculations!E:E),0)",0,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_G209,Jira MEP csv template,G209,Story | Customer to select and train the User Acceptance Testing users. These users play a part in the final validation of the software. This training likely has large overlap with Solution workshop training events. Ensure client has identified who the UAT users will be & that they are comfortable n,"Table1[[#This Row],[Original estimate (in hours)]]",0,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_H209,Jira MEP csv template,H209,Story | Customer to select and train the User Acceptance Testing users. These users play a part in the final validation of the software. This training likely has large overlap with Solution workshop training events. Ensure client has identified who the UAT users will be & that they are comfortable n,C212,User Acceptance Testing (UAT) & Issue Remediation,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_I209,Jira MEP csv template,I209,Story | Customer to select and train the User Acceptance Testing users. These users play a part in the final validation of the software. This training likely has large overlap with Solution workshop training events. Ensure client has identified who the UAT users will be & that they are comfortable n,"IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary]],
           Table1[Summary],
           Table1[Issue Type ID])
)",211,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_K209,Jira MEP csv template,K209,Story | Customer to select and train the User Acceptance Testing users. These users play a part in the final validation of the software. This training likely has large overlap with Solution workshop training events. Ensure client has identified who the UAT users will be & that they are comfortable n,"IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 31]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 31]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_M209,Jira MEP csv template,M209,Story | Customer to select and train the User Acceptance Testing users. These users play a part in the final validation of the software. This training likely has large overlap with Solution workshop training events. Ensure client has identified who the UAT users will be & that they are comfortable n,"IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 32]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 32]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_O209,Jira MEP csv template,O209,Story | Customer to select and train the User Acceptance Testing users. These users play a part in the final validation of the software. This training likely has large overlap with Solution workshop training events. Ensure client has identified who the UAT users will be & that they are comfortable n,"IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 33]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 33]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_Q209,Jira MEP csv template,Q209,Story | Customer to select and train the User Acceptance Testing users. These users play a part in the final validation of the software. This training likely has large overlap with Solution workshop training events. Ensure client has identified who the UAT users will be & that they are comfortable n,"IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 34]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 34]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_S209,Jira MEP csv template,S209,Story | Customer to select and train the User Acceptance Testing users. These users play a part in the final validation of the software. This training likely has large overlap with Solution workshop training events. Ensure client has identified who the UAT users will be & that they are comfortable n,"IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 35]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 35]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_Z209,Jira MEP csv template,Z209,Story | Customer to select and train the User Acceptance Testing users. These users play a part in the final validation of the software. This training likely has large overlap with Solution workshop training events. Ensure client has identified who the UAT users will be & that they are comfortable n,"IFERROR(IF(TRIM(Table1[[#This Row],[Epic Name]])="""","""", _xlfn.XLOOKUP(Table1[[#This Row],[Epic Name]], Table1[Summary], Table1[Issue Type ID])), "" "")",205,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_B210,Jira MEP csv template,B210,Story | Create & finalize detailed UAT agenda outlining what apps are being tested & when with the customer team. Create PPT presentation for user testing kickoff event. Ensure UAT event is outlined & app testing sequence identified. ,,209,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_F210,Jira MEP csv template,F210,Story | Create & finalize detailed UAT agenda outlining what apps are being tested & when with the customer team. Create PPT presentation for user testing kickoff event. Ensure UAT event is outlined & app testing sequence identified. ,"IFERROR(_xlfn.XLOOKUP(Table1[[#This Row],[Summary]],Calculations!A:A,Calculations!E:E),0)",0,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_G210,Jira MEP csv template,G210,Story | Create & finalize detailed UAT agenda outlining what apps are being tested & when with the customer team. Create PPT presentation for user testing kickoff event. Ensure UAT event is outlined & app testing sequence identified. ,"Table1[[#This Row],[Original estimate (in hours)]]",0,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_H210,Jira MEP csv template,H210,Story | Create & finalize detailed UAT agenda outlining what apps are being tested & when with the customer team. Create PPT presentation for user testing kickoff event. Ensure UAT event is outlined & app testing sequence identified. ,C212,User Acceptance Testing (UAT) & Issue Remediation,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_I210,Jira MEP csv template,I210,Story | Create & finalize detailed UAT agenda outlining what apps are being tested & when with the customer team. Create PPT presentation for user testing kickoff event. Ensure UAT event is outlined & app testing sequence identified. ,"IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary]],
           Table1[Summary],
           Table1[Issue Type ID])
)",211,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_K210,Jira MEP csv template,K210,Story | Create & finalize detailed UAT agenda outlining what apps are being tested & when with the customer team. Create PPT presentation for user testing kickoff event. Ensure UAT event is outlined & app testing sequence identified. ,"IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 31]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 31]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_M210,Jira MEP csv template,M210,Story | Create & finalize detailed UAT agenda outlining what apps are being tested & when with the customer team. Create PPT presentation for user testing kickoff event. Ensure UAT event is outlined & app testing sequence identified. ,"IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 32]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 32]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_O210,Jira MEP csv template,O210,Story | Create & finalize detailed UAT agenda outlining what apps are being tested & when with the customer team. Create PPT presentation for user testing kickoff event. Ensure UAT event is outlined & app testing sequence identified. ,"IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 33]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 33]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_Q210,Jira MEP csv template,Q210,Story | Create & finalize detailed UAT agenda outlining what apps are being tested & when with the customer team. Create PPT presentation for user testing kickoff event. Ensure UAT event is outlined & app testing sequence identified. ,"IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 34]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 34]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_S210,Jira MEP csv template,S210,Story | Create & finalize detailed UAT agenda outlining what apps are being tested & when with the customer team. Create PPT presentation for user testing kickoff event. Ensure UAT event is outlined & app testing sequence identified. ,"IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 35]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 35]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_Z210,Jira MEP csv template,Z210,Story | Create & finalize detailed UAT agenda outlining what apps are being tested & when with the customer team. Create PPT presentation for user testing kickoff event. Ensure UAT event is outlined & app testing sequence identified. ,"IFERROR(IF(TRIM(Table1[[#This Row],[Epic Name]])="""","""", _xlfn.XLOOKUP(Table1[[#This Row],[Epic Name]], Table1[Summary], Table1[Issue Type ID])), "" "")",205,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_B211,Jira MEP csv template,B211,"Story | This task is for the Solution Architect, Delivery Consultant, and PM to work with the customer to ensure enough data is prepared for the UAT testing team to execute all of the UAT test scripts during the UAT window. ",,210,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_F211,Jira MEP csv template,F211,"Story | This task is for the Solution Architect, Delivery Consultant, and PM to work with the customer to ensure enough data is prepared for the UAT testing team to execute all of the UAT test scripts during the UAT window. ","IFERROR(_xlfn.XLOOKUP(Table1[[#This Row],[Summary]],Calculations!A:A,Calculations!E:E),0)",0,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_G211,Jira MEP csv template,G211,"Story | This task is for the Solution Architect, Delivery Consultant, and PM to work with the customer to ensure enough data is prepared for the UAT testing team to execute all of the UAT test scripts during the UAT window. ","Table1[[#This Row],[Original estimate (in hours)]]",0,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_H211,Jira MEP csv template,H211,"Story | This task is for the Solution Architect, Delivery Consultant, and PM to work with the customer to ensure enough data is prepared for the UAT testing team to execute all of the UAT test scripts during the UAT window. ",C212,User Acceptance Testing (UAT) & Issue Remediation,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_I211,Jira MEP csv template,I211,"Story | This task is for the Solution Architect, Delivery Consultant, and PM to work with the customer to ensure enough data is prepared for the UAT testing team to execute all of the UAT test scripts during the UAT window. ","IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary]],
           Table1[Summary],
           Table1[Issue Type ID])
)",211,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_K211,Jira MEP csv template,K211,"Story | This task is for the Solution Architect, Delivery Consultant, and PM to work with the customer to ensure enough data is prepared for the UAT testing team to execute all of the UAT test scripts during the UAT window. ","IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 31]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 31]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_M211,Jira MEP csv template,M211,"Story | This task is for the Solution Architect, Delivery Consultant, and PM to work with the customer to ensure enough data is prepared for the UAT testing team to execute all of the UAT test scripts during the UAT window. ","IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 32]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 32]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_O211,Jira MEP csv template,O211,"Story | This task is for the Solution Architect, Delivery Consultant, and PM to work with the customer to ensure enough data is prepared for the UAT testing team to execute all of the UAT test scripts during the UAT window. ","IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 33]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 33]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_Q211,Jira MEP csv template,Q211,"Story | This task is for the Solution Architect, Delivery Consultant, and PM to work with the customer to ensure enough data is prepared for the UAT testing team to execute all of the UAT test scripts during the UAT window. ","IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 34]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 34]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
WB_JIRA_MEP_CSV_TEMPLATE_S211,Jira MEP csv template,S211,"Story | This task is for the Solution Architect, Delivery Consultant, and PM to work with the customer to ensure enough data is prepared for the UAT testing team to execute all of the UAT test scripts during the UAT window. ","IF(TRIM(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 35]])="""","""",
   _xlfn.XLOOKUP(Table1[[#This Row],[Outward issue link (Blocks) Issue Summary 35]],
           Table1[Summary],
           Table1[Issue Type ID])
)",,REPLACED_BY_JIRA_CSV_EXPORT
